player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
28,DF,Brazil,30-003,1992,0.7,2,2,0,1,1,1,1,100,0,0,0,0,0,2,1,0
29,DF,Denmark,25-009,1997,0.5,4,4,2,1,1,2,3,66.7,1,2,0,2,2,6,0,0
30,DF,Ghana,28-131,1994,1.1,1,1,1,0,0,1,1,100,0,0,0,0,2,3,9,0
31,MF,Argentina,23-359,1998,6.1,9,4,3,5,1,4,7,57.1,3,13,1,12,3,12,6,0
32,FW,Mexico,25-023,1997,2.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
33,DF,Tunisia,28-363,1993,2.1,8,5,5,2,1,3,3,100,0,1,0,1,4,12,13,1
34,MF,Saudi Arabia,25-289,1997,0.5,2,1,0,2,0,1,1,100,0,2,1,1,0,2,1,0
35,DF,Saudi Arabia,33-027,1989,2.4,4,2,2,2,0,2,4,50,2,1,1,0,3,7,1,0
36,MF,Qatar,29-333,1993,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
37,MF,IR Iran,26-283,1996,2.2,0,0,0,0,0,0,2,0,2,5,0,5,3,3,2,0
38,MF,IR Iran,28-310,1994,1.1,3,3,3,0,0,1,2,50,1,0,0,0,3,6,1,0
39,DF,Tunisia,32-351,1990,1,1,1,0,1,0,1,1,100,0,2,0,2,0,1,4,0
40,DF,Ghana,22-197,2000,1.7,6,4,5,1,0,2,2,100,0,5,0,5,0,6,3,0
41,GK,IR Iran,30-088,1992,1.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
42,MF,IR Iran,29-129,1993,0.7,1,1,0,1,0,0,1,0,1,2,0,2,1,2,0,0
43,GK,Brazil,30-077,1992,4.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
44,DF,Canada,24-071,1998,3,5,3,5,0,0,2,7,28.6,5,6,1,5,2,7,4,0
45,FW,Qatar,26-121,1996,2.5,1,0,0,0,1,0,2,0,2,0,0,0,1,2,1,0
46,MF,Canada,22-046,2000,3,2,1,0,1,1,0,1,0,1,5,0,5,3,5,1,0
47,MF,Belgium,21-124,2001,1.2,4,1,2,2,0,1,2,50,1,1,0,1,0,4,0,0
48,FW,Morocco,22-041,2000,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
49,MF,Cameroon,27-032,1995,2.9,4,0,3,0,1,1,3,33.3,2,2,0,2,5,9,2,0
50,DF,Denmark,26-252,1996,3,4,2,1,3,0,2,2,100,0,7,5,2,4,8,9,0
51,FW,Denmark,29-277,1993,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
52,FW,Denmark,22-354,1999,1.5,0,0,0,0,0,0,1,0,1,3,1,2,1,1,0,0
53,FW,Croatia,31-182,1991,5.3,3,2,0,1,2,0,1,0,1,6,0,6,0,3,0,0
54,GK,Netherlands,28-255,1994,5.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
55,DF,Serbia,26-160,1996,2.3,5,3,2,2,1,2,3,66.7,1,5,0,5,3,8,3,0
56,MF,Ghana,33-001,1989,2.2,4,1,0,4,0,1,2,50,1,1,0,1,0,4,3,0
57,GK,Cameroon,26-260,1996,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
58,FW,Portugal,27-042,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
59,MF,Mexico,36-081,1986,0.5,4,2,0,4,0,2,3,66.7,1,0,0,0,0,4,1,0
60,MF,Tunisia,21-277,2001,1.6,3,1,2,1,0,0,0,,0,2,0,2,1,4,1,0
61,FW,Spain,20-048,2002,0.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
62,FW,Croatia,31-149,1991,0.6,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
63,FW,Costa Rica,22-323,2000,1.4,5,2,3,2,0,1,1,100,0,0,0,0,1,6,0,0
64,MF,France,31-272,1991,6,14,8,9,5,0,3,5,60,2,8,3,5,8,22,7,0
65,FW,Ghana,22-345,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
66,DF,United States,25-132,1997,4,5,4,5,0,0,3,7,42.9,4,3,0,3,7,12,8,0
67,DF,Germany,29-290,1993,3,2,1,1,1,0,0,0,,0,3,2,1,0,2,5,1
68,FW,Brazil,22-297,2000,1.9,3,0,2,0,1,1,2,50,1,3,0,3,1,4,1,0
69,DF,Portugal,19-049,2003,1,1,1,0,1,0,1,2,50,1,2,1,1,1,2,1,0
70,MF,Japan,24-099,1998,1.9,3,1,3,0,0,1,1,100,0,5,1,4,3,6,2,0
71,FW,Switzerland,20-141,2002,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
72,FW,Poland,28-293,1994,1.1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0
73,DF,Poland,35-044,1987,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
74,FW,Saudi Arabia,21-268,2001,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0
75,MF,Qatar,26-057,1996,1.7,6,3,3,3,0,1,5,20,4,6,1,5,2,8,0,0
76,MF,Canada,39-313,1983,1.8,4,1,4,0,0,2,2,100,0,3,0,3,1,5,3,0
77,MF,France,22-325,2000,6.9,11,4,4,6,1,3,7,42.9,4,3,1,2,14,25,6,0
78,MF,Australia,27-094,1995,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
79,DF,France,24-282,1998,1,3,2,1,2,0,0,2,0,2,0,0,0,3,6,4,0
80,MF,Belgium,33-340,1989,3,4,2,1,3,0,1,1,100,0,5,1,4,4,8,6,0
81,FW,Japan,24-099,1998,0.5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0
82,DF,Spain,28-205,1994,3.3,2,0,2,0,0,1,1,100,0,0,0,0,3,5,7,0
83,DF,Australia,32-002,1990,4,8,3,5,3,0,5,6,83.3,1,6,2,4,3,11,12,0
84,MF,Morocco,22-243,2000,6.3,9,8,4,5,0,7,9,77.8,2,5,1,4,7,16,2,0
85,MF,Tunisia,26-005,1996,2.7,3,3,3,0,0,1,2,50,1,7,1,6,4,7,6,0
86,DF,Ghana,28-169,1994,2,5,3,1,2,2,3,3,100,0,1,0,1,1,6,3,1
87,DF,Morocco,29-079,1993,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0
88,DF,Australia,30-143,1992,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
89,FW,Senegal,22-270,2000,1.1,2,1,1,1,0,1,1,100,0,2,0,2,0,2,0,0
90,DF,Poland,30-159,1992,3.8,6,2,6,0,0,3,6,50,3,4,1,3,2,8,17,0
91,DF,Qatar,25-002,1997,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0
92,DF,Wales,29-238,1993,2.6,4,2,0,2,2,2,2,100,0,4,2,2,1,5,8,1
93,DF,France,26-265,1996,1,0,0,0,0,0,0,0,,0,3,0,3,1,1,0,0
94,MF,Portugal,28-130,1994,4,2,2,0,2,0,1,1,100,0,3,0,3,2,4,0,0
95,MF,Morocco,18-222,2004,0.6,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0
96,DF,Croatia,30-038,1992,1.3,1,1,0,1,0,1,1,100,0,1,0,1,0,1,4,0
97,DF,Croatia,24-331,1998,4.7,14,6,9,3,2,10,12,83.3,2,4,0,4,2,16,18,0
98,DF,Qatar,32-162,1990,3,2,2,2,0,0,1,2,50,1,6,2,4,3,5,18,1
99,FW,Senegal,26-032,1996,3.5,1,0,0,1,0,0,0,,0,1,0,1,1,2,3,0
100,MF,Costa Rica,19-173,2003,1,2,0,2,0,0,2,4,50,2,1,0,1,1,3,0,0
101,FW,Switzerland,25-307,1997,3.6,1,0,0,0,1,1,2,50,1,2,0,2,0,1,1,0
102,MF,United States,22-057,2000,1.2,3,2,1,1,1,0,0,,0,5,0,5,1,4,0,0
103,FW,Wales,21-209,2001,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0
104,FW,Portugal,28-101,1994,4,4,3,3,1,0,0,3,0,3,7,1,6,2,6,4,0
105,MF,Brazil,25-032,1997,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
106,FW,Croatia,28-093,1994,2.6,6,4,1,3,2,0,1,0,1,3,2,1,0,6,0,0
107,FW,Cameroon,23-133,1999,2.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
108,DF,Costa Rica,32-303,1990,2.9,6,5,3,2,1,4,6,66.7,2,3,1,2,3,9,7,0
109,MF,Costa Rica,37-122,1985,0.3,1,1,0,1,0,1,1,100,0,1,1,0,0,1,0,0
110,FW,England,21-104,2001,3.2,7,4,2,2,3,1,2,50,1,5,1,4,2,9,2,0
111,FW,England,30-294,1992,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
112,DF,United States,24-352,1997,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0
113,MF,Ecuador,27-243,1995,0.5,2,2,0,2,0,1,2,50,1,0,0,0,0,2,0,0
114,DF,Costa Rica,23-263,1999,0.5,1,1,0,1,0,1,2,50,1,1,0,1,1,2,1,0
115,MF,Spain,25-350,1997,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
116,MF,Brazil,30-298,1992,4.3,11,4,3,5,3,4,6,66.7,2,13,2,11,7,18,5,0
117,MF,Costa Rica,34-205,1988,2.8,5,1,2,3,0,2,5,40,3,8,3,5,4,9,7,0
118,FW,Belgium,21-283,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
119,MF,Mexico,25-349,1997,0.4,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0
120,MF,Senegal,32-362,1989,0.8,0,0,0,0,0,0,0,,0,2,1,1,2,2,4,0
121,FW,Korea Republic,24-327,1998,3.1,0,0,0,0,0,0,2,0,2,3,0,3,0,0,3,0
122,FW,Korea Republic,26-031,1996,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
123,DF,Wales,25-043,1997,3,8,6,3,5,0,5,6,83.3,1,3,2,1,1,9,16,0
124,MF,Cameroon,27-061,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
125,MF,Denmark,30-307,1992,3,1,0,0,1,0,0,0,,0,5,2,3,0,1,1,0
126,FW,Switzerland,29-037,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
127,MF,Denmark,28-283,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
128,FW,United States,24-091,1998,3.5,2,0,0,0,2,0,1,0,1,2,0,2,0,2,1,0
129,DF,Cameroon,21-091,2001,1,1,0,0,1,0,1,2,50,1,3,2,1,1,2,6,0
130,FW,Netherlands,23-225,1999,5,8,2,3,2,3,3,4,75,1,10,1,9,3,11,6,0
131,DF,Cameroon,30-127,1992,3,5,2,2,2,1,3,6,50,3,2,0,2,4,9,7,0
132,DF,Wales,27-086,1995,2.2,3,3,2,1,0,2,3,66.7,1,2,2,0,1,4,7,0
133,MF,Australia,31-002,1991,2.6,4,3,1,2,1,2,5,40,3,3,0,3,0,4,3,0
134,DF,Argentina,24-235,1998,6.1,5,3,4,1,0,4,8,50,4,6,4,2,4,9,26,0
135,FW,Portugal,37-316,1985,3.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
136,FW,Canada,27-245,1995,1.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
137,DF,Spain,33-112,1989,1.5,1,0,1,0,0,0,0,,0,2,0,2,1,2,0,0
138,DF,Mexico,25-297,1997,3,6,3,2,4,0,3,3,100,0,0,0,0,2,8,11,0
139,FW,Japan,26-135,1996,3.6,7,3,2,4,1,3,6,50,3,3,0,3,0,7,3,0
140,FW,Japan,25-059,1997,2,3,2,1,2,0,0,1,0,1,4,0,4,3,6,0,0
141,DF,Netherlands,32-284,1990,4.7,14,9,6,5,3,6,9,66.7,3,6,1,5,5,19,4,0
142,MF,Poland,27-185,1995,0.3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
143,DF,Brazil,39-226,1983,1.3,5,4,2,2,1,2,5,40,3,1,1,0,2,7,2,0
144,DF,Spain,30-341,1992,1.5,1,1,1,0,0,0,2,0,2,0,0,0,2,3,1,0
145,FW,Spain,24-225,1998,4.1,5,3,0,3,2,1,2,50,1,5,0,5,1,6,4,0
146,DF,Ghana,27-362,1994,2.8,6,4,5,1,0,2,2,100,0,4,3,1,3,9,12,0
147,MF,Costa Rica,21-251,2001,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
148,FW,Wales,25-038,1997,1.7,1,1,0,0,1,0,1,0,1,2,0,2,0,1,1,0
149,MF,Ghana,26-285,1996,0.4,2,2,1,1,0,1,1,100,0,0,0,0,0,2,4,0
150,DF,Brazil,31-156,1991,3.1,5,2,2,2,1,2,3,66.7,1,2,1,1,3,8,5,1
151,DF,Portugal,31-100,1991,1,2,2,1,1,0,2,2,100,0,1,1,0,3,5,3,1
152,GK,Wales,29-179,1993,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
153,DF,Serbia,32-094,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
154,FW,Uruguay,23-177,1999,2.7,3,2,1,2,0,1,2,50,1,2,0,2,0,3,2,0
155,DF,Germany,24-240,1998,2.7,6,3,4,1,1,3,6,50,3,10,1,9,7,13,2,0
156,MF,Canada,32-336,1990,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
157,MF,Netherlands,29-300,1993,2.1,3,2,2,1,0,1,1,100,0,2,0,2,1,4,2,0
158,DF,France,24-052,1998,5.3,11,7,10,1,0,6,6,100,0,5,4,1,6,17,13,0
