player ID,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
220,FW,Cameroon,27-308,1995,0.3,0,1,1,100,3.33,3.33,0,0,26.6,1,0,0,0,0,0.04,0,0
221,DF,Argentina,31-174,1991,0.7,0,1,0,0,1.5,0,0,,10,0,0,0,0.1,0.1,0.07,-0.1,-0.1
222,MF,Costa Rica,25-112,1997,0.7,0,1,0,0,1.41,0,0,,30.8,0,0,0,0,0,0.01,0,0
223,MF,Tunisia,28-293,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
224,DF,Ghana,24-153,1998,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
225,FW,United States,20-035,2002,0.6,0,2,0,0,3.4,0,0,,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
226,MF,Uruguay,28-200,1994,1.2,2,3,3,100,2.5,2.5,0.67,0.67,9.6,0,0,0,1.2,1.2,0.4,0.8,0.8
227,DF,Brazil,25-275,1997,1.2,0,1,0,0,0.83,0,0,,5.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2
228,DF,Argentina,25-351,1997,1.3,0,1,0,0,0.76,0,0,,27.3,0,0,0,0,0,0.02,0,0
229,MF,Ecuador,22-047,2000,3,0,2,1,50,0.67,0.33,0,0,15.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
230,FW,Portugal,21-181,2001,1.7,3,7,5,71.4,4.14,2.96,0.43,0.6,11.3,0,0,0,1.6,1.6,0.22,1.4,1.4
231,MF,Switzerland,30-082,1992,4,0,6,3,50,1.5,0.75,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
232,GK,Switzerland,25-012,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
233,MF,Poland,32-323,1990,3.7,0,1,0,0,0.27,0,0,,29.9,0,0,0,0,0,0.02,0,0
234,MF,Argentina,28-250,1994,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
235,GK,Mexico,37-158,1985,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
236,DF,Uruguay,29-269,1993,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
237,FW,United States,24-266,1998,1.5,1,6,2,33.3,3.94,1.31,0.17,0.5,13.6,0,0,0,0.5,0.5,0.09,0.5,0.5
238,FW,Morocco,29-274,1993,7.1,1,10,2,20,1.42,0.28,0.1,0.5,27.2,1,0,0,0.4,0.4,0.04,0.6,0.6
239,MF,Tunisia,19-331,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
240,FW,Switzerland,30-299,1992,0.8,0,1,0,0,1.27,0,0,,12.8,0,0,0,0.2,0.2,0.19,-0.2,-0.2
241,FW,England,29-143,1993,4.5,2,10,5,50,2.24,1.12,0.1,0.2,20.4,0,1,2,2.7,1.1,0.11,-0.7,-0.1
242,DF,England,29-288,1993,4.8,0,6,1,16.7,1.26,0.21,0,0,10,0,0,0,0.4,0.4,0.06,-0.4,-0.4
243,DF,Australia,24-057,1998,4,0,1,0,0,0.25,0,0,,8.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
244,MF,Wales,25-271,1997,1.8,0,2,0,0,1.13,0,0,,20.9,1,0,0,0.1,0.1,0.05,-0.1,-0.1
245,DF,Saudi Arabia,23-312,1999,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
246,MF,Qatar,32-007,1990,2.3,0,1,1,100,0.44,0.44,0,0,29.2,0,0,0,0,0,0.01,0,0
247,MF,Saudi Arabia,30-155,1992,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
248,FW,Mexico,30-030,1992,1.6,1,4,2,50,2.47,1.23,0.25,0.5,9.9,0,0,0,0.9,0.9,0.23,0.1,0.1
249,GK,Ecuador,35-263,1987,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
250,MF,Japan,27-222,1995,3.2,0,3,1,33.3,0.95,0.32,0,0,22.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
251,DF,Japan,23-220,1999,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
252,MF,Japan,32-250,1990,1.3,0,1,0,0,0.76,0,0,,5.4,0,0,0,0.5,0.5,0.53,-0.5,-0.5
253,FW,Mexico,27-141,1995,2.8,0,6,3,50,2.14,1.07,0,0,26,1,0,0,0.2,0.2,0.03,-0.2,-0.2
254,DF,Qatar,23-115,1999,2.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
255,DF,Korea Republic,32-092,1990,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
256,GK,IR Iran,30-171,1992,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
257,DF,IR Iran,28-270,1994,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
258,GK,France,35-357,1986,6.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
259,MF,Korea Republic,26-326,1996,1.3,1,6,5,83.3,4.7,3.91,0.17,0.2,17.5,0,0,0,0.9,0.9,0.15,0.1,0.1
260,MF,Korea Republic,26-089,1996,3.7,0,6,1,16.7,1.62,0.27,0,0,27.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
261,FW,Korea Republic,30-112,1992,1.2,0,1,0,0,0.85,0,0,,10.5,0,0,0,0.5,0.5,0.47,-0.5,-0.5
262,MF,Mexico,32-243,1990,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
263,DF,Mexico,34-335,1988,3,0,1,0,0,0.33,0,0,,5.8,0,0,0,0.2,0.2,0.18,-0.2,-0.2
264,DF,France,23-207,1999,3.3,0,2,1,50,0.61,0.31,0,0,7.7,0,0,0,0.4,0.4,0.18,-0.4,-0.4
265,MF,Senegal,33-083,1989,3,0,4,1,25,1.33,0.33,0,0,19.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
266,MF,Morocco,25-049,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
267,FW,Senegal,22-287,2000,1.5,0,2,0,0,1.33,0,0,,18.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
268,DF,Senegal,23-123,1999,3.1,0,1,0,0,0.32,0,0,,31,0,0,0,0,0,0.01,0,0
269,FW,Qatar,32-257,1990,1.9,0,2,2,100,1.03,1.03,0,0,,,0,0,,,,,
270,FW,Senegal,24-296,1998,3.8,1,10,1,10,2.62,0.26,0,0,16.5,0,1,1,1.7,0.9,0.09,-0.7,-0.9
271,MF,Canada,20-195,2002,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
272,FW,Tunisia,30-358,1991,2,0,3,1,33.3,1.48,0.49,0,0,10.4,0,0,0,0.5,0.5,0.18,-0.5,-0.5
273,MF,Serbia,21-276,2001,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
274,FW,Croatia,33-319,1989,7.4,1,16,4,25,2.15,0.54,0.06,0.25,20,1,0,0,0.9,0.9,0.06,0.1,0.1
275,FW,Ghana,28-186,1994,3,0,2,0,0,0.67,0,0,,20.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3
276,FW,England,27-099,1995,1,1,1,1,100,1.05,1.05,1,1,8.8,0,0,0,0.6,0.6,0.65,0.4,0.4
277,MF,Australia,29-286,1993,3.9,0,3,0,0,0.76,0,0,,9.3,0,0,0,0.5,0.5,0.17,-0.5,-0.5
278,DF,Ecuador,22-136,2000,1.1,0,1,0,0,0.94,0,0,,15,0,0,0,0.1,0.1,0.05,-0.1,-0.1
279,MF,Poland,20-196,2002,2.6,0,4,1,25,1.55,0.39,0,0,10.1,0,0,0,0.4,0.3,0.07,-0.4,-0.3
280,DF,Poland,22-306,2000,3.9,0,1,0,0,0.25,0,0,,10.5,0,0,0,0,0,0.03,0,0
281,MF,Germany,19-295,2003,2.9,0,12,3,25,4.19,1.05,0,0,14.5,0,0,0,1.9,1.9,0.16,-1.9,-1.9
282,FW,Australia,29-142,1993,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
283,DF,Poland,26-250,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
284,DF,Belgium,35-238,1987,3,0,2,0,0,0.67,0,0,,10.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
285,FW,Australia,27-139,1995,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
286,DF,Morocco,30-292,1992,3.4,0,2,1,50,0.58,0.29,0,0,12.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
287,DF,Cameroon,27-326,1995,2,1,1,1,100,0.5,0.5,1,1,1.1,0,0,0,0.9,0.9,0.95,0.1,0.1
288,MF,Korea Republic,23-089,1999,0.5,0,1,0,0,2,0,0,,24.4,0,0,0,0,0,0.03,0,0
289,MF,Belgium,20-205,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
290,MF,Ecuador,20-185,2002,0.9,0,1,1,100,1.06,1.06,0,0,14.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
291,MF,Cameroon,24-079,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
292,MF,Denmark,22-292,2000,2.2,0,3,1,33.3,1.35,0.45,0,0,16.2,0,0,0,0.3,0.3,0.1,-0.3,-0.3
293,FW,United States,21-359,2000,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
294,DF,Mexico,28-125,1994,3,0,1,0,0,0.33,0,0,,15.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
295,MF,Costa Rica,18-186,2004,1.1,0,1,0,0,0.87,0,0,,28.6,0,0,0,0,0,0.04,0,0
296,MF,Ecuador,25-236,1997,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
297,DF,Denmark,26-201,1996,3,0,4,1,25,1.33,0.33,0,0,18.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
298,DF,Denmark,25-212,1997,2.8,0,2,0,0,0.72,0,0,,28.9,0,0,0,0,0,0.02,0,0
299,MF,Wales,32-279,1990,1,0,2,0,0,1.91,0,0,,24.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
300,MF,Wales,25-349,1997,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
301,DF,Wales,25-057,1997,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
302,FW,Costa Rica,30-175,1992,3,0,1,0,0,0.33,0,0,,21.1,0,0,0,0,0,0.01,0,0
303,FW,Costa Rica,34-021,1988,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
304,DF,England,28-204,1994,4.8,0,4,1,25,0.83,0.21,0,0,9.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
305,FW,Germany,30-157,1992,0.3,0,1,1,100,3,3,0,0,11.5,0,0,0,0.3,0.3,0.27,-0.3,-0.3
306,FW,Canada,22-338,2000,2.1,0,8,1,12.5,3.75,0.47,0,0,14.1,0,0,0,1,0.7,0.09,-1,-0.7
307,MF,Canada,30-189,1992,1.3,0,1,0,0,0.76,0,0,,23.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
308,FW,Ghana,31-098,1991,1.5,0,1,1,100,0.66,0.66,0,0,21.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
309,MF,England,32-184,1990,3,1,2,1,50,0.66,0.33,0.5,1,18.5,0,0,0,0.2,0.2,0.08,0.8,0.8
310,FW,United States,28-053,1994,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
311,GK,England,28-286,1994,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
312,MF,France,29-292,1993,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
313,DF,Spain,33-272,1989,2.9,0,2,0,0,0.68,0,0,,26.6,0,0,0,0,0,0.02,0,0
314,DF,Mexico,25-008,1997,1.9,0,1,1,100,0.51,0.51,0,0,18.3,0,0,0,0,0,0.02,0,0
315,FW,United States,22-301,2000,1.7,0,4,1,25,2.29,0.57,0,0,14,0,0,0,0.4,0.4,0.09,-0.4,-0.4
316,MF,Germany,27-313,1995,3,0,7,4,57.1,2.33,1.33,0,0,25.9,1,0,0,0.4,0.4,0.05,-0.4,-0.4
317,DF,Croatia,27-124,1995,6.7,0,1,0,0,0.15,0,0,,18.1,0,0,0,0,0,0.03,0,0
318,DF,Croatia,22-260,2000,1,0,1,0,0,1,0,0,,28.6,0,0,0,0,0,0.02,0,0
319,DF,Croatia,22-293,2000,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
320,MF,Ecuador,23-281,1999,0.7,0,1,1,100,1.53,1.53,0,0,29.4,0,0,0,0,0,0.02,0,0
321,DF,Uruguay,27-332,1995,3,0,3,0,0,1,0,0,,13.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
322,DF,Portugal,28-205,1994,3.4,0,2,1,50,0.58,0.29,0,0,15.4,0,0,0,0,0,0.02,0,0
323,FW,Portugal,23-038,1999,3.7,1,11,3,27.3,2.99,0.82,0.09,0.33,18.6,0,0,0,0.9,0.9,0.08,0.1,0.1
324,FW,Portugal,29-333,1993,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
325,MF,Portugal,27-162,1995,0.4,0,1,0,0,2.37,0,0,,33.2,0,0,0,0,0,0.03,0,0
326,DF,Croatia,20-329,2002,7.7,1,2,1,50,0.26,0.13,0.5,1,16.8,0,0,0,0.1,0.1,0.07,0.9,0.9
327,DF,Argentina,24-340,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
328,DF,Costa Rica,27-195,1995,1,1,2,2,100,2,2,0.5,0.5,3.9,0,0,0,0.5,0.5,0.27,0.5,0.5
329,MF,England,19-172,2003,4.6,1,5,3,60,1.09,0.65,0.2,0.33,12.4,0,0,0,0.6,0.6,0.11,0.4,0.4
330,DF,France,24-036,1998,5.3,0,4,1,25,0.75,0.19,0,0,19.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
331,FW,Argentina,22-321,2000,5.2,4,11,8,72.7,2.13,1.55,0.36,0.5,12.2,0,0,0,2.6,2.6,0.24,1.4,1.4
332,MF,Korea Republic,33-004,1989,3.4,0,1,0,0,0.3,0,0,,25.1,0,0,0,0,0,0.03,0,0
333,FW,Canada,32-196,1990,1.8,0,4,0,0,2.24,0,0,,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
334,MF,Japan,29-284,1993,3.6,0,2,1,50,0.56,0.28,0,0,11.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2
335,DF,Netherlands,21-184,2001,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
336,FW,Germany,23-190,1999,1.1,2,5,3,60,4.41,2.65,0.4,0.67,13.1,0,0,0,1.4,1.4,0.27,0.6,0.6
337,DF,Senegal,31-181,1991,4,1,2,1,50,0.5,0.25,0.5,1,7.9,0,0,0,0.5,0.5,0.25,0.5,0.5
338,MF,England,27-016,1995,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
339,DF,Canada,25-216,1997,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
340,FW,Ghana,20-306,2002,0.6,0,1,1,100,1.55,1.55,0,0,21.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
341,DF,Poland,34-318,1988,4,0,3,0,0,0.75,0,0,,11.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
342,MF,Poland,34-193,1988,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
343,MF,Japan,25-212,1997,1.8,0,1,1,100,0.55,0.55,0,0,21.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
344,FW,IR Iran,32-259,1990,0.4,0,1,0,0,2.57,0,0,,21.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
345,MF,Qatar,32-093,1990,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
346,FW,Cameroon,30-095,1992,1.8,0,2,1,50,1.08,0.54,0,0,15.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
347,FW,Poland,25-329,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
348,FW,Denmark,25-073,1997,1.3,0,3,1,33.3,2.37,0.79,0,0,8.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
349,GK,Denmark,36-043,1986,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
350,MF,Australia,24-194,1998,1.3,0,1,0,0,0.79,0,0,,23.9,0,0,0,0,0,0.05,0,0
351,MF,United States,27-147,1995,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
352,DF,Costa Rica,34-351,1988,2.5,0,1,1,100,0.4,0.4,0,0,10.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2
353,MF,Netherlands,20-216,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
354,FW,Belgium,31-173,1991,3,0,7,2,28.6,2.33,0.67,0,0,23.3,1,0,0,0.2,0.2,0.03,-0.2,-0.2
355,FW,Ecuador,22-289,2000,0,0,2,1,50,90,45,0,0,,,0,0,,,,,
356,DF,Mexico,23-337,1999,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
357,GK,Costa Rica,36-003,1986,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
358,DF,Costa Rica,28-160,1994,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,15.5,0,0,0,0.4,0.4,0.13,0.6,0.6
359,FW,Wales,30-132,1992,2.5,0,6,2,33.3,2.4,0.8,0,0,16.2,0,0,0,1,1,0.17,-1,-1
360,DF,England,32-090,1990,2.3,0,1,0,0,0.44,0,0,,27.2,1,0,0,0,0,0.05,0,0
361,DF,Korea Republic,30-188,1992,3.5,0,4,0,0,1.14,0,0,,11.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
362,DF,Korea Republic,26-033,1996,3,0,2,0,0,0.67,0,0,,8.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
363,DF,Korea Republic,27-139,1995,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
364,GK,Korea Republic,32-079,1990,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
365,DF,Korea Republic,32-294,1990,3.9,1,2,1,50,0.51,0.26,0.5,1,10.9,0,0,0,0.8,0.8,0.38,0.2,0.2
366,FW,France,26-188,1996,1.9,0,1,0,0,0.53,0,0,,10.7,0,0,0,0.2,0.2,0.16,-0.2,-0.2
367,DF,Japan,25-325,1997,3,0,3,1,33.3,1,0.33,0,0,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
368,MF,Spain,30-344,1992,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
369,FW,Croatia,25-218,1997,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
370,MF,Poland,24-348,1998,2.4,0,2,0,0,0.83,0,0,,15.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
371,FW,Poland,27-170,1995,0.3,0,1,0,0,3.21,0,0,,15.6,0,0,0,0,0,0.03,0,0
372,FW,Senegal,23-296,1999,2,0,3,1,33.3,1.49,0.5,0,0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
373,FW,Ghana,22-138,2000,2.7,2,8,4,50,2.91,1.46,0.25,0.5,21.8,0,0,0,0.8,0.8,0.1,1.2,1.2
374,FW,Korea Republic,28-171,1994,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
375,DF,Korea Republic,30-321,1992,1,0,1,0,0,0.99,0,0,,33.8,0,0,0,0,0,0.02,0,0
376,DF,Australia,24-177,1998,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
377,DF,England,32-204,1990,2.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
378,FW,France,23-363,1998,6.6,8,29,11,37.9,4.36,1.66,0.21,0.55,17.1,1,2,2,5.2,3.6,0.13,2.8,2.4
379,FW,Argentina,25-118,1997,2.7,0,14,4,28.6,5.23,1.49,0,0,12.6,0,0,0,1.8,1.8,0.13,-1.8,-1.8
380,GK,Ghana,26-019,1996,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
381,DF,Belgium,27-247,1995,1.8,0,1,0,0,0.56,0,0,,9.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1
382,MF,Argentina,28-172,1994,2.5,0,1,1,100,0.4,0.4,0,0,30.6,0,0,0,0,0,0.03,0,0
383,FW,Belgium,28-014,1994,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
384,MF,Korea Republic,30-130,1992,2.3,0,1,0,0,0.43,0,0,,26.8,0,0,0,0,0,0.02,0,0
385,MF,Korea Republic,21-302,2001,1.6,0,5,1,20,3.06,0.61,0,0,25.9,2,0,0,0.2,0.2,0.03,-0.2,-0.2
386,MF,Germany,27-315,1995,1.8,0,4,1,25,2.26,0.57,0,0,16.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
387,FW,Germany,26-341,1996,1.2,0,3,0,0,2.43,0,0,,25.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
388,DF,Canada,23-082,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
389,FW,Argentina,35-177,1987,7.7,7,27,13,48.1,3.52,1.7,0.11,0.23,21,3,4,5,6.6,2.6,0.1,0.4,0.4
390,DF,Argentina,24-334,1998,3.4,0,1,0,0,0.3,0,0,,10.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
391,MF,Croatia,24-335,1998,1.4,1,4,2,50,2.77,1.38,0.25,0.5,23.2,0,0,0,0.7,0.7,0.18,0.3,0.3
392,FW,Belgium,22-305,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
393,FW,Canada,29-355,1992,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
394,DF,France,26-307,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
395,MF,Brazil,25-113,1997,3.5,1,4,4,100,1.15,1.15,0.25,0.25,11.7,0,0,0,0.8,0.8,0.21,0.2,0.2
396,MF,Mexico,26-337,1996,3,1,10,4,40,3.33,1.33,0.1,0.25,31.4,4,0,0,0.3,0.3,0.03,0.7,0.7
397,FW,Uruguay,35-328,1987,1.6,0,2,1,50,1.23,0.62,0,0,7.5,0,0,0,0.4,0.4,0.21,-0.4,-0.4
398,FW,Serbia,24-360,1997,0.4,0,2,0,0,5,0,0,,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
399,MF,Croatia,37-100,1985,7.3,0,6,4,66.7,0.83,0.55,0,0,21.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
400,DF,Germany,26-198,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
401,DF,England,27-159,1995,4.7,0,3,1,33.3,0.64,0.21,0,0,23.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1
402,FW,Netherlands,32-113,1990,0.6,0,1,0,0,1.58,0,0,,13,0,0,0,0.1,0.1,0.08,-0.1,-0.1
403,DF,IR Iran,26-181,1996,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
404,DF,Switzerland,27-152,1995,4,1,4,1,25,1,0.25,0.25,1,12.3,1,0,0,1.1,1.1,0.28,-0.1,-0.1
405,GK,Germany,36-266,1986,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
406,MF,Croatia,30-032,1992,6.1,0,4,2,50,0.65,0.33,0,0,17.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
407,FW,Spain,26-331,1996,2.5,1,10,2,20,3.93,0.79,0.1,0.5,20.1,0,0,0,1.2,1.2,0.12,-0.2,-0.2
408,DF,Argentina,31-051,1991,4.1,0,2,0,0,0.48,0,0,,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
409,DF,Spain,27-322,1995,1.3,0,1,0,0,0.75,0,0,,22.4,0,0,0,0,0,0.02,0,0
410,FW,England,25-048,1997,1.6,3,11,6,54.5,7.07,3.86,0.27,0.5,16.6,2,0,0,1.6,1.6,0.15,1.4,1.4
411,FW,France,25-134,1997,1.7,0,1,0,0,0.6,0,0,,5.4,0,0,0,0.2,0.2,0.22,-0.2,-0.2
412,MF,Germany,30-198,1992,0.4,0,1,1,100,2.5,2.5,0,0,14.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
413,FW,Croatia,27-312,1995,3,0,3,0,0,1,0,0,,7.8,0,0,0,0.3,0.3,0.09,-0.3,-0.3
414,MF,Canada,28-016,1994,0.7,0,1,0,0,1.53,0,0,,25.5,0,0,0,0,0,0.04,0,0
415,MF,Serbia,26-249,1996,0.1,0,1,1,100,6.92,6.92,0,0,29.6,0,0,0,0,0,0.04,0,0
416,FW,Croatia,29-114,1993,2.7,1,6,4,66.7,2.24,1.49,0.17,0.25,15.1,0,0,0,0.8,0.8,0.13,0.2,0.2
417,DF,Brazil,28-218,1994,4.7,0,2,0,0,0.42,0,0,,10.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
418,MF,Netherlands,31-264,1991,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
419,FW,Denmark,31-196,1991,1.1,0,1,0,0,0.87,0,0,,11.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
420,MF,Cameroon,24-277,1998,1.3,0,1,1,100,0.74,0.74,0,0,13,0,0,0,0.1,0.1,0.05,-0.1,-0.1
421,FW,Brazil,21-183,2001,1.3,0,4,3,75,3.19,2.39,0,0,13.2,0,0,0,0.5,0.5,0.13,-0.5,-0.5
422,DF,Uruguay,35-255,1987,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
423,MF,England,23-342,1999,2.1,0,4,1,25,1.94,0.48,0,0,23,0,0,0,0.2,0.2,0.05,-0.2,-0.2
424,MF,Croatia,28-226,1994,7.1,0,3,1,33.3,0.43,0.14,0,0,17,0,0,0,0.3,0.3,0.11,-0.3,-0.3
425,MF,Portugal,24-113,1998,0.8,0,1,0,0,1.23,0,0,,30.8,0,0,0,0,0,0.02,0,0
426,MF,Australia,31-317,1991,3.7,1,1,1,100,0.27,0.27,1,1,13.6,0,0,0,0.1,0.1,0.15,0.9,0.9
427,GK,Australia,30-254,1992,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
428,MF,Denmark,26-351,1996,0.9,0,2,1,50,2.14,1.07,0,0,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
429,DF,Uruguay,25-048,1997,2.8,0,2,0,0,0.71,0,0,,16.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
430,GK,United States,28-177,1994,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
431,DF,Germany,28-333,1994,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
432,DF,Netherlands,23-128,1999,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
433,DF,Poland,25-133,1997,4,0,1,0,0,0.25,0,0,,24.2,0,0,0,0,0,0.04,0,0
434,FW,France,23-248,1999,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
435,MF,Uruguay,31-116,1991,2.2,0,1,1,100,0.46,0.46,0,0,10.1,0,0,0,0.1,0.1,0.1,-0.1,-0.1
436,DF,Uruguay,25-039,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
437,FW,Uruguay,26-126,1996,0.3,0,2,1,50,6,3,0,0,26.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
438,DF,Japan,34-116,1988,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
439,FW,IR Iran,30-153,1992,3,2,5,1,20,1.67,0.33,0.2,1,16,0,1,1,1.3,0.6,0.11,0.7,0.4
440,MF,IR Iran,28-099,1994,0.7,0,2,0,0,2.9,0,0,,19.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
