player ID,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
441,FW,Netherlands,28-308,1994,3.3,1,10,5,50,3.03,1.52,0.1,0.2,15,0,0,0,1.5,1.5,0.15,-0.5,-0.5
442,GK,Qatar,24-307,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
443,FW,Ecuador,26-255,1996,2.5,0,3,0,0,1.2,0,0,,13,0,0,0,0.3,0.3,0.1,-0.3,-0.3
444,MF,Poland,22-306,2000,0.5,0,1,0,0,2,0,0,,22.2,0,0,0,0,0,0.02,0,0
445,MF,Switzerland,25-346,1997,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
446,FW,Belgium,29-077,1993,1.7,1,6,2,33.3,3.58,1.19,0.17,0.5,15.4,0,0,0,0.8,0.8,0.13,0.2,0.2
447,DF,Japan,28-361,1993,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
448,MF,Denmark,22-168,2000,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
449,DF,IR Iran,29-080,1993,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
450,GK,Canada,35-056,1987,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
451,DF,Australia,28-234,1994,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
452,DF,Serbia,27-083,1995,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
453,FW,Croatia,29-354,1992,1.8,1,9,2,22.2,5,1.11,0.11,0.5,22.5,0,0,0,0.4,0.4,0.04,0.6,0.6
454,FW,Australia,31-334,1991,3,1,7,4,57.1,2.33,1.33,0.14,0.25,17.6,0,0,0,0.4,0.4,0.05,0.6,0.6
455,MF,Tunisia,23-103,1999,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
456,DF,Tunisia,26-176,1996,1.5,0,4,0,0,2.73,0,0,,25.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
457,MF,Saudi Arabia,28-087,1994,3,0,6,1,16.7,2,0.33,0,0,20.3,1,0,0,0.3,0.3,0.05,-0.3,-0.3
458,DF,Saudi Arabia,30-094,1992,0.7,0,2,1,50,2.77,1.38,0,0,20.4,0,0,0,0.4,0,0.01,-0.4,0
459,GK,Saudi Arabia,31-069,1991,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
460,FW,Qatar,28-363,1993,0.7,1,3,1,33.3,4.29,1.43,0.33,1,13.7,0,0,0,0.2,0.2,0.07,0.8,0.8
461,DF,Ghana,23-245,1999,3,1,2,1,50,0.67,0.33,0.5,1,9.3,0,0,0,0.8,0.8,0.38,0.2,0.2
462,MF,Qatar,23-091,1999,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
463,MF,Ecuador,21-046,2001,3,1,3,1,33.3,1,0.33,0.33,1,16,0,0,0,0.5,0.5,0.17,0.5,0.5
464,DF,Tunisia,24-206,1998,3,0,1,1,100,0.33,0.33,0,0,33.7,0,0,0,0,0,0.01,0,0
465,DF,IR Iran,30-243,1992,3,0,2,0,0,0.67,0,0,,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
466,FW,Cameroon,28-162,1994,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
467,GK,Morocco,33-222,1989,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
468,DF,Qatar,29-083,1993,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
469,FW,Korea Republic,26-128,1996,1.3,0,1,1,100,0.76,0.76,0,0,10.6,0,0,0,0,0,0.03,0,0
470,DF,Tunisia,27-303,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
471,DF,Argentina,24-256,1998,6.3,1,2,1,50,0.32,0.16,0.5,1,16.2,0,0,0,0.5,0.5,0.23,0.5,0.5
472,MF,Senegal,30-178,1992,3,0,2,0,0,0.66,0,0,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
473,FW,Saudi Arabia,23-364,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
474,DF,Netherlands,27-303,1995,5.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
475,DF,Australia,23-188,1999,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
476,MF,Saudi Arabia,32-326,1990,1,0,2,0,0,2.05,0,0,,21.1,1,0,0,0.1,0.1,0.07,-0.1,-0.1
477,DF,Morocco,26-263,1996,3.9,0,1,0,0,0.25,0,0,,8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
478,MF,Tunisia,30-144,1992,1.3,0,1,0,0,0.79,0,0,,10.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1
479,DF,Wales,21-249,2001,2.3,0,3,0,0,1.32,0,0,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
480,MF,Serbia,31-032,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
481,MF,Serbia,27-326,1995,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
482,DF,Serbia,26-306,1996,0.7,0,2,0,0,3,0,0,,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
483,MF,Brazil,30-316,1992,3.1,2,11,6,54.5,3.55,1.94,0.09,0.17,19.2,3,1,1,2.7,1.9,0.18,-0.7,-0.9
484,FW,Germany,29-312,1993,0.8,2,8,3,37.5,10.43,3.91,0.25,0.67,10,0,0,0,2.2,2.2,0.27,-0.2,-0.2
485,DF,Switzerland,26-079,1996,2,0,1,0,0,0.5,0,0,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
486,DF,Germany,23-017,1999,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
487,FW,Spain,20-159,2002,1.6,0,1,0,0,0.62,0,0,,14.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1
488,MF,Poland,20-329,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
489,FW,Senegal,21-181,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
490,DF,Cameroon,32-266,1990,2,0,3,1,33.3,1.5,0.5,0,0,12.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
491,MF,Uruguay,25-200,1997,0.4,0,1,1,100,2.37,2.37,0,0,32.4,1,0,0,0,0,0.04,0,0
492,DF,Argentina,34-309,1988,7.7,0,1,0,0,0.13,0,0,,12.3,0,0,0,0,0,0.03,0,0
493,DF,Argentina,30-109,1992,4.1,0,3,1,33.3,0.72,0.24,0,0,11.3,0,0,0,1,1,0.34,-1,-1
494,DF,Germany,27-106,1995,3,0,1,0,0,0.33,0,0,,5.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
495,DF,Serbia,25-067,1997,3,0,3,0,0,1,0,0,,14.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
496,FW,Croatia,25-075,1997,2.3,0,5,1,20,2.15,0.43,0,0,17.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
497,MF,Netherlands,23-184,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
498,FW,Switzerland,22-208,2000,0.5,0,1,0,0,2,0,0,,17.5,0,0,0,0,0,0.03,0,0
499,DF,Cameroon,25-178,1997,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
500,DF,Morocco,25-034,1997,4.1,0,4,2,50,0.99,0.49,0,0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
501,DF,Portugal,20-182,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
502,DF,Mexico,31-111,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
503,FW,France,36-079,1986,4.7,4,16,6,37.5,3.44,1.29,0.25,0.67,11,0,0,0,3.4,3.4,0.21,0.6,0.6
504,MF,Cameroon,26-312,1996,0.3,0,1,1,100,3.6,3.6,0,0,30,0,0,0,0,0,0.04,0,0
505,MF,Mexico,26-269,1996,0.8,0,4,1,25,4.74,1.18,0,0,15.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
506,MF,Ghana,24-005,1998,0.7,1,3,1,33.3,4.58,1.53,0.33,1,17.6,0,0,0,0.5,0.5,0.17,0.5,0.5
507,MF,Portugal,27-312,1995,2.2,0,3,2,66.7,1.38,0.92,0,0,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
508,FW,France,25-217,1997,4.8,0,8,2,25,1.66,0.42,0,0,20.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
509,FW,Spain,30-221,1992,0,0,1,0,0,30,0,0,,4.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1
510,MF,Korea Republic,25-276,1997,0.3,1,1,1,100,3.46,3.46,1,1,30.4,0,0,0,0,0,0.04,1,1
511,DF,Senegal,27-095,1995,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
512,MF,Senegal,23-328,1999,1.7,0,4,2,50,2.35,1.18,0,0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
513,MF,Senegal,20-095,2002,0.7,0,4,0,0,6.1,0,0,,30.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1
514,MF,Argentina,34-306,1988,1.2,0,2,0,0,1.68,0,0,,26.3,0,0,0,0,0,0.02,0,0
515,MF,Senegal,28-277,1994,1.6,0,1,0,0,0.62,0,0,,12.8,0,0,0,0,0,0.04,0,0
516,DF,Spain,25-336,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
517,FW,Argentina,29-033,1993,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
518,MF,Spain,20-023,2002,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
519,FW,Brazil,25-181,1997,0.7,0,4,1,25,5.63,1.41,0,0,12.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5
520,DF,Portugal,39-295,1983,4,1,3,1,33.3,0.75,0.25,0.33,1,7.3,0,0,0,0.4,0.4,0.15,0.6,0.6
521,DF,Ecuador,24-331,1998,3,0,1,1,100,0.33,0.33,0,0,14.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
522,FW,England,22-204,2000,2.9,1,6,1,16.7,2.09,0.35,0.17,1,13.8,0,0,0,1.1,1.1,0.18,-0.1,-0.1
523,DF,Ecuador,20-343,2002,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
524,MF,Denmark,27-135,1995,3,0,2,1,50,0.67,0.33,0,0,30.7,0,0,0,0,0,0.01,0,0
525,MF,Cameroon,27-145,1995,1.5,0,5,2,40,3.44,1.37,0,0,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
526,MF,Poland,28-212,1994,3.6,1,3,2,66.7,0.82,0.55,0.33,0.5,11.3,0,0,0,0.6,0.6,0.2,0.4,0.4
527,MF,Poland,27-250,1995,2.7,0,1,0,0,0.37,0,0,,15.6,0,0,0,0,0,0.03,0,0
528,FW,Portugal,23-191,1999,1,2,5,2,40,5.11,2.05,0.4,1,21.2,0,0,0,0.4,0.4,0.08,1.6,1.6
529,FW,England,28-010,1994,1.7,1,1,1,100,0.6,0.6,1,1,9.3,0,0,0,0.4,0.4,0.37,0.6,0.6
530,DF,IR Iran,32-272,1990,2,1,2,1,50,1,0.5,0.5,1,18.3,0,0,0,0.3,0.3,0.13,0.7,0.7
531,FW,France,24-013,1998,2,1,4,2,50,1.98,0.99,0.25,0.5,13.4,0,0,0,1.1,1.1,0.27,-0.1,-0.1
532,DF,Portugal,28-361,1993,3.1,1,3,1,33.3,0.97,0.32,0.33,1,17.7,0,0,0,0.4,0.4,0.12,0.6,0.6
533,DF,France,29-237,1993,5.8,0,3,0,0,0.52,0,0,,7.2,0,0,0,0.3,0.3,0.12,-0.3,-0.3
534,FW,Brazil,26-004,1996,3.5,0,8,6,75,2.29,1.71,0,0,19.1,1,0,0,1.2,1.2,0.15,-1.2,-1.2
535,DF,Denmark,25-160,1997,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
536,FW,Mexico,31-227,1991,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
537,MF,Switzerland,30-247,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,1,10.3,0,0,0,0.5,0.5,0.17,0.5,0.5
538,FW,Switzerland,31-045,1991,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
539,FW,Portugal,28-094,1994,1.3,1,3,2,66.7,2.27,1.51,0.33,0.5,13.5,0,0,0,0.8,0.8,0.25,0.2,0.2
540,DF,Switzerland,30-115,1992,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
541,FW,Brazil,25-222,1997,3.6,3,8,4,50,2.23,1.11,0.38,0.75,12.1,0,0,0,2.1,2.1,0.26,0.9,0.9
542,DF,Canada,27-345,1995,1.8,0,2,0,0,1.13,0,0,,17.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
543,FW,Australia,24-046,1998,2.9,0,3,1,33.3,1.02,0.34,0,0,26.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
544,FW,Japan,24-185,1998,2.4,2,4,3,75,1.66,1.24,0.5,0.67,20.1,0,0,0,0.5,0.5,0.13,1.5,1.5
545,MF,Saudi Arabia,29-234,1993,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
546,MF,Costa Rica,20-231,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
547,FW,Poland,34-119,1988,4,2,10,2,20,2.5,0.5,0.1,0.5,18.1,1,1,2,2.9,1.4,0.14,-0.9,-0.4
548,DF,Denmark,26-212,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
549,FW,Mexico,24-102,1998,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
550,DF,Spain,26-179,1996,4.3,0,1,0,0,0.23,0,0,,36.2,0,0,0,0,0,0.02,0,0
551,MF,Uruguay,25-176,1997,2.4,0,3,1,33.3,1.27,0.42,0,0,15.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6
552,MF,Argentina,28-208,1994,6.7,0,7,3,42.9,1.05,0.45,0,0,20.5,0,0,0,0.9,0.9,0.13,-0.9,-0.9
553,MF,Brazil,21-343,2001,2,0,6,2,33.3,2.98,0.99,0,0,18.7,1,0,0,0.4,0.4,0.07,-0.4,-0.4
554,FW,Mexico,31-288,1991,0.1,0,1,0,0,18,0,0,,22.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
555,DF,Morocco,32-267,1990,5.2,1,1,1,100,0.19,0.19,1,1,0.9,0,0,0,0.8,0.8,0.79,0.2,0.2
556,MF,Ecuador,28-085,1994,0.8,0,2,1,50,2.65,1.32,0,0,23.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
557,FW,Belgium,29-219,1993,0.6,0,5,2,40,8.18,3.27,0,0,6.6,0,0,0,1.7,1.7,0.35,-1.7,-1.7
558,DF,IR Iran,29-147,1993,0.6,1,1,1,100,1.55,1.55,1,1,28.1,0,0,0,0.1,0.1,0.05,0.9,0.9
559,FW,Switzerland,24-135,1998,3.2,0,3,1,33.3,0.95,0.32,0,0,17,0,0,0,0.3,0.3,0.11,-0.3,-0.3
560,MF,Wales,20-235,2002,0.1,0,1,0,0,9,0,0,,25.1,0,0,0,0,0,0.02,0,0
561,DF,Qatar,32-134,1990,2.9,0,2,0,0,0.69,0,0,,23,0,0,0,0.1,0.1,0.03,-0.1,-0.1
562,DF,Costa Rica,28-162,1994,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
563,DF,Portugal,25-218,1997,4,0,1,0,0,0.25,0,0,,12,0,0,0,0,0,0.03,0,0
564,MF,Portugal,25-280,1997,3,0,2,0,0,0.67,0,0,,27,0,0,0,0.1,0.1,0.04,-0.1,-0.1
565,GK,Qatar,32-302,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
566,DF,IR Iran,26-292,1996,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
567,MF,IR Iran,26-078,1996,2.4,0,3,1,33.3,1.24,0.41,0,0,29.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
568,FW,Saudi Arabia,29-047,1993,2.5,1,2,2,100,0.81,0.81,0.5,0.5,21,0,0,0,0.1,0.1,0.04,0.9,0.9
569,MF,Saudi Arabia,31-121,1991,3,2,6,4,66.7,2,1.33,0.33,0.5,21.6,0,0,1,1.8,1,0.16,0.2,1
570,MF,Ghana,22-267,2000,2.8,0,1,0,0,0.36,0,0,,26.9,0,0,0,0,0,0.02,0,0
571,MF,Saudi Arabia,33-139,1989,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
572,DF,Canada,27-336,1995,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
573,MF,IR Iran,29-103,1993,0.5,0,1,0,0,2,0,0,,6.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2
574,MF,Saudi Arabia,25-314,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
575,MF,Cameroon,25-005,1997,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
576,FW,IR Iran,27-351,1995,1.4,0,5,3,60,3.57,2.14,0,0,13.9,0,0,0,0.9,0.9,0.19,-0.9,-0.9
577,DF,Saudi Arabia,23-153,1999,3,0,1,0,0,0.33,0,0,,34.6,0,0,0,0,0,0.02,0,0
578,MF,Serbia,26-127,1996,2.7,0,1,0,0,0.37,0,0,,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
579,MF,Poland,23-222,1999,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
580,DF,Uruguay,32-072,1990,2,0,1,0,0,0.5,0,0,,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
581,MF,Morocco,26-033,1996,4.5,0,2,0,0,0.44,0,0,,13.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
582,FW,Germany,27-157,1995,2.9,1,12,4,33.3,4.11,1.37,0.08,0.25,15.6,0,0,0,1.1,1.1,0.09,-0.1,-0.1
583,MF,Serbia,27-294,1995,2.6,1,3,1,33.3,1.16,0.39,0.33,1,23.9,0,0,0,0.2,0.2,0.06,0.8,0.8
584,MF,Spain,34-155,1988,4,0,2,0,0,0.5,0,0,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
585,GK,Uruguay,29-270,1993,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
586,DF,United States,22-045,2000,3.4,0,6,0,0,1.77,0,0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
587,DF,United States,26-046,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
588,DF,Japan,31-156,1991,2.3,0,2,0,0,0.86,0,0,,8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
589,GK,Japan,33-290,1989,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
590,DF,Switzerland,29-288,1993,2.9,0,1,0,0,0.34,0,0,,9.7,0,0,0,0,0,0.02,0,0
591,DF,Denmark,33-267,1989,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
592,FW,Morocco,29-092,1993,5.3,0,7,1,14.3,1.33,0.19,0,0,21,0,0,0,0.3,0.3,0.04,-0.3,-0.3
593,MF,Morocco,26-119,1996,7.3,0,1,0,0,0.14,0,0,,28.8,0,0,0,0,0,0.03,0,0
594,FW,Korea Republic,30-163,1992,4,0,9,3,33.3,2.25,0.75,0,0,18.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
595,MF,Korea Republic,30-220,1992,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
596,MF,Wales,23-118,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
597,DF,Serbia,26-240,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
598,DF,Serbia,32-210,1990,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
599,MF,Canada,25-362,1996,1.4,0,3,0,0,2.16,0,0,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
600,GK,France,37-265,1985,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
601,MF,Netherlands,30-364,1991,2.2,0,5,0,0,2.25,0,0,,22.5,1,0,0,0.3,0.3,0.05,-0.3,-0.3
602,FW,Netherlands,25-071,1997,2.4,0,2,0,0,0.85,0,0,,15.5,0,0,0,0.5,0.5,0.25,-0.5,-0.5
603,DF,Canada,35-341,1987,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
604,DF,Serbia,21-208,2001,2.6,1,2,1,50,0.77,0.38,0.5,1,10,0,0,0,0.2,0.2,0.08,0.8,0.8
605,DF,Saudi Arabia,28-226,1994,1.4,0,2,0,0,1.43,0,0,,7.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
606,FW,Tunisia,30-346,1992,0.3,0,1,0,0,3.1,0,0,,23.3,0,0,0,0,0,0.02,0,0
607,MF,Canada,23-313,1999,2.9,0,5,0,0,1.73,0,0,,15,0,0,0,0.9,0.9,0.19,-0.9,-0.9
608,FW,Japan,21-197,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
609,DF,Japan,24-043,1998,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
610,FW,Japan,28-038,1994,1.8,1,8,2,25,4.36,1.09,0.13,0.5,13.2,0,0,0,0.7,0.7,0.08,0.3,0.3
611,FW,Japan,27-336,1995,0.7,0,2,1,50,3,1.5,0,0,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
612,DF,Qatar,25-013,1997,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
613,DF,Ghana,22-079,2000,1.1,0,1,0,0,0.88,0,0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
614,MF,Netherlands,24-293,1998,2.4,0,2,1,50,0.82,0.41,0,0,27.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
615,DF,France,25-073,1997,5.6,1,5,2,40,0.89,0.35,0.2,0.5,16.7,0,0,0,0.4,0.4,0.08,0.6,0.6
616,MF,Argentina,21-236,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
617,DF,Brazil,38-087,1984,4.3,0,2,0,0,0.46,0,0,,8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
618,GK,Belgium,30-221,1992,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
619,DF,Germany,26-088,1996,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
620,MF,Denmark,31-106,1991,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
621,DF,Belgium,31-097,1991,2.3,0,3,1,33.3,1.28,0.43,0,0,19.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
622,FW,Germany,33-096,1989,2.2,0,3,0,0,1.34,0,0,,11.3,0,0,0,0.3,0.3,0.1,-0.3,-0.3
623,MF,Ghana,29-188,1993,3,0,2,0,0,0.67,0,0,,16.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
624,FW,Belgium,29-264,1993,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
625,DF,United States,35-074,1987,4,0,1,0,0,0.25,0,0,,3.7,0,0,0,0.3,0.3,0.3,-0.3,-0.3
626,DF,Belgium,27-013,1995,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
627,FW,United States,22-299,2000,3.5,1,5,3,60,1.42,0.85,0.2,0.33,17.5,0,0,0,0.6,0.6,0.13,0.4,0.4
628,DF,Belgium,33-291,1989,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
629,DF,England,24-072,1998,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
630,MF,United States,23-307,1999,4,0,1,0,0,0.25,0,0,,30.4,0,0,0,0,0,0.02,0,0
631,GK,Spain,25-190,1997,4.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
632,FW,Mexico,25-119,1997,0.9,0,2,1,50,2.34,1.17,0,0,16.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
633,GK,Serbia,25-301,1997,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
634,DF,Denmark,24-065,1998,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
635,FW,Cameroon,30-330,1992,1.6,2,6,3,50,3.8,1.9,0.33,0.67,17.8,0,0,0,0.6,0.6,0.1,1.4,1.4
636,FW,Netherlands,28-186,1994,1,0,2,0,0,2.09,0,0,,21,0,0,0,0.1,0.1,0.04,-0.1,-0.1
637,FW,Brazil,22-159,2000,3.3,1,9,4,44.4,2.71,1.2,0.11,0.25,15,0,0,0,1,1,0.11,0,0
638,DF,Netherlands,31-163,1991,5.3,0,3,0,0,0.56,0,0,,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
639,MF,Portugal,22-308,2000,1.3,0,2,2,100,1.5,1.5,0,0,28.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
640,FW,Tunisia,31-313,1991,0.9,1,5,3,60,5.42,3.25,0.2,0.33,19.1,0,0,0,0.4,0.4,0.09,0.6,0.6
641,DF,Tunisia,27-043,1995,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
642,FW,Morocco,24-330,1998,0.7,0,2,1,50,2.81,1.41,0,0,9.8,0,0,0,0.5,0.5,0.23,-0.5,-0.5
643,DF,United States,29-213,1993,3.1,0,1,0,0,0.32,0,0,,15,0,0,0,0.1,0.1,0.07,-0.1,-0.1
644,MF,Japan,29-312,1993,3.4,0,6,1,16.7,1.78,0.3,0,0,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
645,GK,Wales,35-328,1987,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
646,MF,United States,24-112,1998,3,0,5,1,20,1.66,0.33,0,0,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
647,MF,Portugal,30-255,1992,2.4,0,1,0,0,0.42,0,0,,15.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
648,DF,France,21-269,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
649,GK,Poland,32-244,1990,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
650,FW,Netherlands,30-133,1992,0.7,2,2,2,100,2.81,2.81,1,1,12,0,0,0,0.2,0.2,0.1,1.8,1.8
651,GK,Brazil,35-005,1987,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
652,FW,Netherlands,19-241,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
653,FW,Switzerland,31-069,1991,2.5,1,4,2,50,1.57,0.79,0.25,0.5,21.9,1,0,0,0.3,0.3,0.08,0.7,0.7
654,DF,Morocco,27-291,1995,3.5,0,2,0,0,0.57,0,0,,13,0,0,0,0.2,0.2,0.11,-0.2,-0.2
655,MF,Morocco,31-183,1991,0.2,0,0,0,,0,0,,,,,0,0,,,,,
656,GK,Switzerland,34-001,1988,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
657,FW,Belgium,29-105,1993,1.3,0,4,0,0,3.1,0,0,,13.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
658,DF,Saudi Arabia,30-207,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
659,GK,Morocco,31-257,1991,6.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
660,DF,Tunisia,29-169,1993,3,0,1,0,0,0.33,0,0,,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
661,MF,Costa Rica,30-276,1992,3,1,2,2,100,0.67,0.67,0.5,0.5,15.1,0,0,0,0.4,0.4,0.21,0.6,0.6
662,MF,Belgium,25-225,1997,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
